CategoryID,CategoryName,CategoryCode,ProgID,Level,ParentCategoryID,CategorySortOrder,Status,StatusFlag,ParentCategory,Created,Modified,CategoryProviderSEOSettingID,CategoryProviderSEOSetting,LastCached,IsLeaf,IsRoot,ChildList,CategoryProviderList,CategoryKeyList,Url,HasPromotion,PromotionID,Promotion,CategoryIconFileName,CategoryImageFileName,CategoryProviderImage,CollectingCustomOrder
541,"Zöldség, gyümölcs",,zoldseg-gyumolcs,1,,0,y,True,,2018-04-12T22:57:13.5431399,2018-07-12T08:28:59.0289488,,,2021-03-09T11:26:25.2675786,True,True,[],,[],/aldi/kinalat/zoldseg-gyumolcs,False,,,zoldseggyumolcs,citrom,,
541,"Zöldség, gyümölcs",,zoldseg-gyumolcs,1,,0,y,True,,2018-04-12T22:57:13.5431399,2018-07-12T08:28:59.0289488,,,2021-03-09T11:26:25.2675786,True,True,[],,[],/aldi/kinalat/zoldseg-gyumolcs,False,,,zoldseggyumolcs,citrom,,
541,"Zöldség, gyümölcs",,zoldseg-gyumolcs,1,,0,y,True,,2018-04-12T22:57:13.5431399,2018-07-12T08:28:59.0289488,,,2021-03-09T11:26:25.2675786,True,True,[],,[],/aldi/kinalat/zoldseg-gyumolcs,False,,,zoldseggyumolcs,citrom,,
541,"Zöldség, gyümölcs",,zoldseg-gyumolcs,1,,0,y,True,,2018-04-12T22:57:13.5431399,2018-07-12T08:28:59.0289488,,,2021-03-09T11:26:25.2675786,True,True,[],,[],/aldi/kinalat/zoldseg-gyumolcs,False,,,zoldseggyumolcs,citrom,,
541,"Zöldség, gyümölcs",,zoldseg-gyumolcs,1,,0,y,True,,2018-04-12T22:57:13.5431399,2018-07-12T08:28:59.0289488,,,2021-03-09T11:26:25.2675786,True,True,[],,[],/aldi/kinalat/zoldseg-gyumolcs,False,,,zoldseggyumolcs,citrom,,
541,"Zöldség, gyümölcs",,zoldseg-gyumolcs,1,,0,y,True,,2018-04-12T22:57:13.5431399,2018-07-12T08:28:59.0289488,,,2021-03-09T11:26:25.2675786,True,True,[],,[],/aldi/kinalat/zoldseg-gyumolcs,False,,,zoldseggyumolcs,citrom,,
